srcStateName,srcYear,Region-wise installation of electricity,"Energy Value Type ( Potential, Capacity, Generation )",Types of Energy Sources,Nature of Energy Sources,Values for renewable electricity,"Types of Usage (Utility ,Captive)",Type of Energy Sector,YearCode,Year
CHANDIGARH,2013,,Generation,SMALL HYDRO,RENEWABLE,0,UTILITY,UTILITY-RE,2013,"Financial Year (Apr - Mar), 2013"
BIHAR,2014,,Generation,BIOMASS-BAGASSE,RENEWABLE,110.025,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
HIMACHAL PRADESH,2020,NR,Capacity,SMALL HYDRO,,911.51,,,2020,"Financial Year (Apr - Mar), 2020"
GUJARAT,2019,,Generation,SOLAR,RENEWABLE,2410.325,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
WEST BENGAL,2019,ER,Potential,WASTE,RENEWABLE,148,,,2019,"Financial Year (Apr - Mar), 2019"
DIU & DAMAN,2012,,Generation,BIOMASS-BAGASSE,RENEWABLE,0,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
MADHYA PRADESH,2015,WR,Capacity,WIND,,879.69,,,2015,"Financial Year (Apr - Mar), 2015"
WEST BENGAL,2015,,Generation,SOLAR,RENEWABLE,5.823,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
DELHI,2015,,Generation,SMALL HYDRO,RENEWABLE,0,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
JHARKHAND,2012,,Generation,COAL,NON-RENEWABLE,7347.62,UTILITY,CENTRAL,2012,"Financial Year (Apr - Mar), 2012"
SIKKIM,2018,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2018,"Financial Year (Apr - Mar), 2018"
PUDUCHERRY,2014,SR,Capacity,SOLAR,,0.03,,,2014,"Financial Year (Apr - Mar), 2014"
PUDUCHERRY,2015,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
GUJARAT,2015,,Generation,SOLAR,RENEWABLE,1338.201,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
TELANGANA,2013,,Generation,BIOMASS-BAGASSE,RENEWABLE,0,UTILITY,UTILITY-RE,2013,"Financial Year (Apr - Mar), 2013"
BIHAR,2019,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
UTTAR PRADESH,2017,,Generation,COAL,NON-RENEWABLE,9174.104,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
UTTARAKHAND,2017,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
SIKKIM,2015,,Generation,SOLAR,RENEWABLE,0,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
UTTAR PRADESH,2015,,Generation,SMALL HYDRO,RENEWABLE,29.727,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
JHARKHAND,2019,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
JHARKHAND,2019,ER,Potential,SOLAR,RENEWABLE,18180,,,2019,"Financial Year (Apr - Mar), 2019"
UTTARAKHAND,2017,,Generation,SMALL HYDRO,RENEWABLE,850.5,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
OTHERS,2016,,Generation,WASTE,RENEWABLE,0,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
MIZORAM,2014,,Generation,BIOMASS-BAGASSE,RENEWABLE,0,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
TELANGANA,2011,,Generation,BIOMASS-BAGASSE,RENEWABLE,0,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
GOA,2012,,Generation,SOLAR,RENEWABLE,0,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
MANIPUR,2012,NER,Capacity,SMALL HYDRO,,5.45,,,2012,"Financial Year (Apr - Mar), 2012"
PUNJAB,2015,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
ARUNACHAL PRADESH,2017,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
CHHATTISGARH,2015,,Generation,SOLAR,RENEWABLE,4.28,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
MANIPUR,2015,NER,Capacity,SMALL HYDRO,,5.45,,,2015,"Financial Year (Apr - Mar), 2015"
MIZORAM,2018,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2018,"Financial Year (Apr - Mar), 2018"
TAMILNADU,2017,SR,Potential,BIOMASS,RENEWABLE,1070,,,2017,"Financial Year (Apr - Mar), 2017"
UTTAR PRADESH,2020,NR,Capacity,SOLAR,,1095.1,,,2020,"Financial Year (Apr - Mar), 2020"
RAJASTHAN,2020,NR,Potential,SOLAR,RENEWABLE,142310,,,2020,"Financial Year (Apr - Mar), 2020"
KERALA,2014,,Generation,SMALL HYDRO,RENEWABLE,387.839,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
TELANGANA,2019,,Generation,SOLAR,RENEWABLE,42.005,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
CHANDIGARH,2016,,Generation,SOLAR,RENEWABLE,3.398,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
PUDUCHERRY,2011,,Generation,COAL,NON-RENEWABLE,3.26,CAPTIVE,CAPTIVE,2011,"Financial Year (Apr - Mar), 2011"
RAJASTHAN,2012,,Generation,BIOMASS-BAGASSE,RENEWABLE,188.822,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
PUDUCHERRY,2019,,Generation,BIOMASS-BAGASSE,RENEWABLE,0,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
ANDHRA PRADESH,2019,,Generation,SOLAR,RENEWABLE,4965.964,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
TAMILNADU,2012,SR,Capacity,SOLAR,,15.05,,,2012,"Financial Year (Apr - Mar), 2012"
HIMACHAL PRADESH,2014,,Generation,SMALL HYDRO,RENEWABLE,1547.741,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
PUNJAB,2014,,Generation,COAL,NON-RENEWABLE,511.69,UTILITY,PRIVATE,2014,"Financial Year (Apr - Mar), 2014"
JAMMU & KASHMIR,2014,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
A & N ISLANDS,2016,,Generation,BIOMASS-BAGASSE,RENEWABLE,0,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
HIMACHAL PRADESH,2020,NR,Capacity,COGENERATION-BAGASSE,,7.2,,,2020,"Financial Year (Apr - Mar), 2020"
MANIPUR,2017,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
JHARKHAND,2015,,Generation,COAL,NON-RENEWABLE,6611.94,UTILITY,CENTRAL,2015,"Financial Year (Apr - Mar), 2015"
SIKKIM,2014,,Generation,WASTE,RENEWABLE,0,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
UTTARAKHAND,2013,,Generation,HYDRO,NON-RENEWABLE,5883.54,UTILITY,CENTRAL,2013,"Financial Year (Apr - Mar), 2013"
HIMACHAL PRADESH,2016,,Generation,SOLAR,RENEWABLE,0,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
HARYANA,2016,,Generation,COAL,NON-RENEWABLE,452.94,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
JAMMU & KASHMIR,2018,,Generation,BIOMASS-BAGASSE,RENEWABLE,0,UTILITY,UTILITY-RE,2018,"Financial Year (Apr - Mar), 2018"
ODISHA,2014,ER,Capacity,COGENERATION-BAGASSE,,20,,,2014,"Financial Year (Apr - Mar), 2014"
NAGALAND,2019,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
A & N ISLANDS,2018,ER,Potential,SMALL HYDRO,RENEWABLE,7,,,2018,"Financial Year (Apr - Mar), 2018"
MIZORAM,2017,,Generation,COAL,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
PUNJAB,2013,,Generation,BIOMASS-BAGASSE,RENEWABLE,483.222,UTILITY,UTILITY-RE,2013,"Financial Year (Apr - Mar), 2013"
JAMMU & KASHMIR,2015,,Generation,COAL,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
ODISHA,2020,ER,Potential,SMALL HYDRO,RENEWABLE,286,,,2020,"Financial Year (Apr - Mar), 2020"
MAHARASHTRA,2015,,Generation,WIND,RENEWABLE,5847.571,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
JHARKHAND,2019,,Generation,COAL,NON-RENEWABLE,6086.321,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
GUJARAT,2016,,Generation,NUCLEAR,NON-RENEWABLE,2028.17,UTILITY,CENTRAL,2016,"Financial Year (Apr - Mar), 2016"
MAHARASHTRA,2015,,Generation,NATURAL GAS,NON-RENEWABLE,0,UTILITY,CENTRAL,2015,"Financial Year (Apr - Mar), 2015"
GOA,2020,,Generation,BIOMASS-BAGASSE,RENEWABLE,0,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
HIMACHAL PRADESH,2018,,Generation,HYDRO,NON-RENEWABLE,2431.5,UTILITY,STATE,2018,"Financial Year (Apr - Mar), 2018"
HIMACHAL PRADESH,2015,NR,Potential,BIOMASS,RENEWABLE,142,,,2015,"Financial Year (Apr - Mar), 2015"
BIHAR,2012,,Generation,SOLAR,RENEWABLE,0,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
ANDHRA PRADESH,2020,,Generation,NATURAL GAS,NON-RENEWABLE,2357.46,UTILITY,PRIVATE,2020,"Financial Year (Apr - Mar), 2020"
BIHAR,2016,,Generation,SMALL HYDRO,RENEWABLE,48.692,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
MAHARASHTRA,2018,,Generation,NATURAL GAS,NON-RENEWABLE,1932.409,CAPTIVE,CAPTIVE,2018,"Financial Year (Apr - Mar), 2018"
NAGALAND,2013,,Generation,COAL,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2013,"Financial Year (Apr - Mar), 2013"
ARUNACHAL PRADESH,2011,,Generation,SOLAR,RENEWABLE,0.024,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
MEGHALAYA,2016,,Generation,SOLAR,RENEWABLE,0,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
TAMILNADU,2012,,Generation,NATURAL GAS,NON-RENEWABLE,2700.8,UTILITY,PRIVATE,2012,"Financial Year (Apr - Mar), 2012"
MADHYA PRADESH,2019,WR,Potential,WASTE,RENEWABLE,78,,,2019,"Financial Year (Apr - Mar), 2019"
UTTARAKHAND,2019,,Generation,BIOMASS-BAGASSE,RENEWABLE,109.89,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
A & N ISLANDS,2011,ER,Capacity,SMALL HYDRO,,5.25,,,2011,"Financial Year (Apr - Mar), 2011"
TAMILNADU,2017,,Generation,DIESEL,NON-RENEWABLE,634.331,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
CHHATTISGARH,2011,,Generation,SMALL HYDRO,RENEWABLE,11.141,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
ODISHA,2020,,Generation,COAL,NON-RENEWABLE,23060.59,UTILITY,CENTRAL,2020,"Financial Year (Apr - Mar), 2020"
JHARKHAND,2020,,Generation,DIESEL,NON-RENEWABLE,9.475,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
PUNJAB,2017,NR,Potential,BIOMASS,RENEWABLE,3172,,,2017,"Financial Year (Apr - Mar), 2017"
BIHAR,2020,ER,Capacity,SOLAR,,151.57,,,2020,"Financial Year (Apr - Mar), 2020"
HIMACHAL PRADESH,2011,,Generation,BIOMASS-BAGASSE,RENEWABLE,0,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
HIMACHAL PRADESH,2015,,Generation,HYDRO,NON-RENEWABLE,1649.61,UTILITY,STATE,2015,"Financial Year (Apr - Mar), 2015"
DADRA & NAGAR HAVELI,2017,,Generation,SMALL HYDRO,RENEWABLE,0,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
MADHYA PRADESH,2016,,Generation,HYDRO,NON-RENEWABLE,0,UTILITY,PRIVATE,2016,"Financial Year (Apr - Mar), 2016"
UTTARAKHAND,2019,NR,Potential,BIOMASS,RENEWABLE,24,,,2019,"Financial Year (Apr - Mar), 2019"
HARYANA,2020,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
UTTAR PRADESH,2014,,Generation,WASTE,RENEWABLE,52.707,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
MADHYA PRADESH,2014,WR,Capacity,COGENERATION-BAGASSE,,26,,,2014,"Financial Year (Apr - Mar), 2014"
MEGHALAYA,2017,NER,Potential,WASTE,RENEWABLE,2,,,2017,"Financial Year (Apr - Mar), 2017"
WEST BENGAL,2011,,Generation,HYDRO,NON-RENEWABLE,0,UTILITY,CENTRAL,2011,"Financial Year (Apr - Mar), 2011"
SIKKIM,2017,ER,Potential,BIOMASS,RENEWABLE,2,,,2017,"Financial Year (Apr - Mar), 2017"
MAHARASHTRA,2015,WR,Capacity,SOLAR,,360.75,,,2015,"Financial Year (Apr - Mar), 2015"
KARNATAKA,2020,,Generation,SOLAR,RENEWABLE,11221.203,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
TAMILNADU,2016,,Generation,DIESEL,NON-RENEWABLE,656.76,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
KERALA,2014,SR,Capacity,WIND,,35.2,,,2014,"Financial Year (Apr - Mar), 2014"
HARYANA,2015,,Generation,WASTE,RENEWABLE,0,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
TAMILNADU,2019,,Generation,COAL,NON-RENEWABLE,11326.893,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
GUJARAT,2016,WR,Capacity,WIND,,3948.62,,,2016,"Financial Year (Apr - Mar), 2016"
ODISHA,2016,,Generation,COAL,NON-RENEWABLE,3117.33,UTILITY,STATE,2016,"Financial Year (Apr - Mar), 2016"
JAMMU & KASHMIR,2011,,Generation,SOLAR,RENEWABLE,0,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
TELANGANA,2015,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
PUNJAB,2014,,Generation,HYDRO,NON-RENEWABLE,989.01,UTILITY,CENTRAL,2014,"Financial Year (Apr - Mar), 2014"
PUNJAB,2012,NR,Capacity,SMALL HYDRO,,154.5,,,2012,"Financial Year (Apr - Mar), 2012"
TELANGANA,2017,,Generation,COAL,NON-RENEWABLE,19597.52,UTILITY,CENTRAL,2017,"Financial Year (Apr - Mar), 2017"
MIZORAM,2020,,Generation,BIOMASS-BAGASSE,RENEWABLE,0,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
MADHYA PRADESH,2012,WR,Capacity,COGENERATION-BAGASSE,,8.5,,,2012,"Financial Year (Apr - Mar), 2012"
UTTARAKHAND,2016,,Generation,NATURAL GAS,NON-RENEWABLE,0,UTILITY,PRIVATE,2016,"Financial Year (Apr - Mar), 2016"
SIKKIM,2015,,Generation,SOLAR,RENEWABLE,0,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
RAJASTHAN,2016,,Generation,WIND,RENEWABLE,45.32,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
HARYANA,2012,NR,Capacity,SOLAR,,16.8,,,2012,"Financial Year (Apr - Mar), 2012"
PUNJAB,2011,,Generation,COAL,NON-RENEWABLE,1591.86,CAPTIVE,CAPTIVE,2011,"Financial Year (Apr - Mar), 2011"
ODISHA,2019,,Generation,COAL,NON-RENEWABLE,24849.14,UTILITY,CENTRAL,2019,"Financial Year (Apr - Mar), 2019"
PUNJAB,2012,NR,Capacity,WASTE,,9.25,,,2012,"Financial Year (Apr - Mar), 2012"
CHHATTISGARH,2017,WR,Potential,WASTE,RENEWABLE,24,,,2017,"Financial Year (Apr - Mar), 2017"
JAMMU & KASHMIR,2017,NR,Potential,BIOMASS,RENEWABLE,43,,,2017,"Financial Year (Apr - Mar), 2017"
TAMILNADU,2014,,Generation,SOLAR,RENEWABLE,46.982,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
BIHAR,2017,,Generation,COAL,NON-RENEWABLE,155.2,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
NAGALAND,2011,,Generation,DIESEL,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2011,"Financial Year (Apr - Mar), 2011"
JAMMU & KASHMIR,2011,,Generation,DIESEL,NON-RENEWABLE,3.56,CAPTIVE,CAPTIVE,2011,"Financial Year (Apr - Mar), 2011"
HARYANA,2019,NR,Capacity,COGENERATION-BAGASSE,,121.4,,,2019,"Financial Year (Apr - Mar), 2019"
DIU & DAMAN,2019,,Generation,BIOMASS-BAGASSE,RENEWABLE,0,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
ANDHRA PRADESH,2011,,Generation,HYDRO,NON-RENEWABLE,8009.58,UTILITY,STATE,2011,"Financial Year (Apr - Mar), 2011"
SIKKIM,2019,,Generation,HYDRO,NON-RENEWABLE,4258.4,UTILITY,STATE,2019,"Financial Year (Apr - Mar), 2019"
MIZORAM,2011,,Generation,BIOMASS-BAGASSE,RENEWABLE,0,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
TELANGANA,2018,SR,Potential,COGENERATION-BAGASSE,RENEWABLE,100,,,2018,"Financial Year (Apr - Mar), 2018"
MAHARASHTRA,2011,,Generation,NUCLEAR,NON-RENEWABLE,9116.95,UTILITY,CENTRAL,2011,"Financial Year (Apr - Mar), 2011"
KARNATAKA,2014,SR,Capacity,SMALL HYDRO,,1031.66,,,2014,"Financial Year (Apr - Mar), 2014"
RAJASTHAN,2014,,Generation,COAL,NON-RENEWABLE,7907.85,UTILITY,PRIVATE,2014,"Financial Year (Apr - Mar), 2014"
ANDHRA PRADESH,2013,SR,Capacity,COGENERATION-BAGASSE,,380.75,,,2013,"Financial Year (Apr - Mar), 2013"
KARNATAKA,2012,,Generation,SMALL HYDRO,RENEWABLE,1075.028,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
TRIPURA,2017,,Generation,BIOMASS-BAGASSE,RENEWABLE,0,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
ASSAM,2016,,Generation,COAL,NON-RENEWABLE,0,UTILITY,STATE,2016,"Financial Year (Apr - Mar), 2016"
NAGALAND,2019,,Generation,COAL,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
TRIPURA,2015,,Generation,NATURAL GAS,NON-RENEWABLE,3097.98,UTILITY,CENTRAL,2015,"Financial Year (Apr - Mar), 2015"
HARYANA,2020,,Generation,DIESEL,NON-RENEWABLE,139.986,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
HIMACHAL PRADESH,2014,,Generation,SOLAR,RENEWABLE,0,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
UTTAR PRADESH,2014,,Generation,NATURAL GAS,NON-RENEWABLE,5191.85,UTILITY,CENTRAL,2014,"Financial Year (Apr - Mar), 2014"
WEST BENGAL,2015,,Generation,BIOMASS-BAGASSE,RENEWABLE,1444.3,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
CHANDIGARH,2011,,Generation,COAL,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2011,"Financial Year (Apr - Mar), 2011"
CHANDIGARH,2020,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
ARUNACHAL PRADESH,2017,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
RAJASTHAN,2016,,Generation,COAL,NON-RENEWABLE,24473.25,UTILITY,STATE,2016,"Financial Year (Apr - Mar), 2016"
A & N ISLANDS,2012,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
JAMMU & KASHMIR,2015,,Generation,NATURAL GAS,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
DADRA & NAGAR HAVELI,2016,,Generation,SOLAR,RENEWABLE,0.504,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
DIU & DAMAN,2014,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
ANDHRA PRADESH,2020,,Generation,WIND,RENEWABLE,27.321,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
MAHARASHTRA,2017,,Generation,NUCLEAR,NON-RENEWABLE,10860.2,UTILITY,CENTRAL,2017,"Financial Year (Apr - Mar), 2017"
HARYANA,2015,NR,Potential,SMALL HYDRO,RENEWABLE,110,,,2015,"Financial Year (Apr - Mar), 2015"
MAHARASHTRA,2015,,Generation,NATURAL GAS,NON-RENEWABLE,1974.58,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
WEST BENGAL,2015,ER,Capacity,COGENERATION-BAGASSE,,292,,,2015,"Financial Year (Apr - Mar), 2015"
PUDUCHERRY,2018,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2018,"Financial Year (Apr - Mar), 2018"
A & N ISLANDS,2012,,Generation,SOLAR,RENEWABLE,0.025,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
TELANGANA,2014,,Generation,COAL,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
ARUNACHAL PRADESH,2014,,Generation,NATURAL GAS,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
ARUNACHAL PRADESH,2017,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
TELANGANA,2019,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
BIHAR,2014,,Generation,SOLAR,RENEWABLE,0,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
GUJARAT,2018,,Generation,WIND,RENEWABLE,9736,UTILITY,UTILITY-RE,2018,"Financial Year (Apr - Mar), 2018"
ODISHA,2016,,Generation,SMALL HYDRO,RENEWABLE,263.241,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
GOA,2016,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
SIKKIM,2012,,Generation,HYDRO,NON-RENEWABLE,0,UTILITY,PRIVATE,2012,"Financial Year (Apr - Mar), 2012"
MANIPUR,2019,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
DELHI,2019,,Generation,DIESEL,NON-RENEWABLE,2.055,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
GUJARAT,2014,,Generation,NATURAL GAS,NON-RENEWABLE,491.31,UTILITY,STATE,2014,"Financial Year (Apr - Mar), 2014"
ANDHRA PRADESH,2020,SR,Capacity,COGENERATION-BAGASSE,,477.18,,,2020,"Financial Year (Apr - Mar), 2020"
HARYANA,2014,,Generation,BIOMASS-BAGASSE,RENEWABLE,235.546,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
WEST BENGAL,2019,ER,Potential,BIOMASS,RENEWABLE,396,,,2019,"Financial Year (Apr - Mar), 2019"
WEST BENGAL,2011,,Generation,COAL,NON-RENEWABLE,8857.37,UTILITY,PRIVATE,2011,"Financial Year (Apr - Mar), 2011"
MEGHALAYA,2014,,Generation,COAL,NON-RENEWABLE,278.95,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
HIMACHAL PRADESH,2016,,Generation,HYDRO,NON-RENEWABLE,1161.81,UTILITY,STATE,2016,"Financial Year (Apr - Mar), 2016"
MANIPUR,2019,,Generation,DIESEL,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
TAMILNADU,2018,,Generation,SMALL HYDRO,RENEWABLE,186.14,UTILITY,UTILITY-RE,2018,"Financial Year (Apr - Mar), 2018"
HARYANA,2017,NR,Potential,COGENERATION-BAGASSE,RENEWABLE,350,,,2017,"Financial Year (Apr - Mar), 2017"
MANIPUR,2020,,Generation,NATURAL GAS,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
KARNATAKA,2013,,Generation,WIND,RENEWABLE,3570.514,UTILITY,UTILITY-RE,2013,"Financial Year (Apr - Mar), 2013"
TELANGANA,2014,,Generation,BIOMASS-BAGASSE,RENEWABLE,0,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
RAJASTHAN,2019,NR,Potential,WASTE,RENEWABLE,62,,,2019,"Financial Year (Apr - Mar), 2019"
ODISHA,2016,,Generation,COAL,NON-RENEWABLE,27697.28,UTILITY,CENTRAL,2016,"Financial Year (Apr - Mar), 2016"
KARNATAKA,2020,SR,Capacity,WIND,,4790.6,,,2020,"Financial Year (Apr - Mar), 2020"
HIMACHAL PRADESH,2018,NR,Potential,WASTE,RENEWABLE,2,,,2018,"Financial Year (Apr - Mar), 2018"
JHARKHAND,2017,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
SIKKIM,2014,,Generation,SOLAR,RENEWABLE,0,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
DELHI,2014,,Generation,COAL,NON-RENEWABLE,379.88,UTILITY,STATE,2014,"Financial Year (Apr - Mar), 2014"
BIHAR,2019,,Generation,SMALL HYDRO,RENEWABLE,27.743,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
DADRA & NAGAR HAVELI,2018,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2018,"Financial Year (Apr - Mar), 2018"
MAHARASHTRA,2018,WR,Capacity,SMALL HYDRO,,373.18,,,2018,"Financial Year (Apr - Mar), 2018"
JHARKHAND,2016,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
GUJARAT,2018,,Generation,HYDRO,NON-RENEWABLE,1551.92,UTILITY,STATE,2018,"Financial Year (Apr - Mar), 2018"
